latitude,longitude,time_index,is_trend
47.4467,-58.6238,2412,False
46.6187,-53.6136,2413,False
47.092,-55.8849,2413,False
47.5167,-52.6,2414,False
47.617,-59.2459,2414,False
46.35,-56.95,2414,False
46.5167,-56.8667,2417,False
47.5898,-58.0093,2432,False
49.2333,-52.9333,2447,False
37.163,-74.9082,2454,False
49.5812,-57.9513,2455,False
39.5425,-68.3312,2462,False
41.8122,-69.2617,2463,False
41.3053,-69.37,2466,False
47.5326,-55.9405,2496,False
39.0543,-68.0332,2521,False
45.8445,-51.0475,2608,False
33.3698,-77.1298,2657,False
44.5907,-44.0695,2664,False
47.3308,-32.7723,2665,False
29.812,-85.7728,2666,False
28.1837,-79.6345,2687,False
44.5195,-60.8938,2692,False
43.2903,-65.1212,2727,False
49.3494,-53.6986,2730,False
49.901,-57.8594,2742,False
44.3,-60.6667,2753,False
40.12,-70.2,2754,False
40.23,-70.33,2754,False
44.8328,-61.8055,2755,False
44.8328,-61.8055,2755,False
40.28,-70.99,2755,False
40.75,-72.3,2755,False
39.92,-68.79,2756,False
40.29,-69.21,2756,False
40.34,-68.96,2756,False
40.46,-69.4,2756,False
40.63,-69.59,2756,False
41.11,-70.14,2756,False
46.1238,-54.4675,2757,False
47.9488,-60.9709,2757,False
47.9501,-61.1142,2757,False
44.3417,-53.8136,2760,False
47.1648,-56.6904,2761,False
47.2454,-56.9943,2761,False
36.93,-75.74,2761,False
38.61,-72.71,2764,False
42.5983,-64.2194,2765,False
43.5991,-63.964,2765,False
47.019,-51.0803,2765,False
42.26,-69.39,2765,False
42.6121,-64.4947,2766,False
43.3153,-64.5278,2766,False
43.6068,-62.3901,2766,False
43.667,-64.8172,2766,False
44.0154,-63.768,2766,False
44.1476,-63.3462,2766,False
44.3271,-62.9443,2766,False
43.1357,-62.2975,2767,False
44.1661,-63.0994,2767,False
44.2548,-62.6215,2767,False
44.5039,-61.7469,2767,False
44.5537,-62.8579,2767,False
44.9267,-61.5383,2767,False
46.1988,-54.0321,2767,False
46.5978,-53.9903,2767,False
46.5988,-53.9903,2767,False
46.382,-57.8628,2770,False
46.6473,-57.4397,2770,False
46.6857,-57.6891,2770,False
45.7775,-49.3209,2771,False
45.0654,-56.2534,2775,False
45.4492,-56.2281,2775,False
46.353,-55.9631,2775,False
46.3639,-56.1741,2775,False
46.5673,-55.9167,2775,False
46.7238,-59.0992,2775,False
46.8452,-59.1129,2775,False
47.0121,-58.9953,2775,False
47.2257,-59.5522,2775,False
47.2785,-58.7376,2775,False
47.3865,-58.7449,2775,False
47.4821,-59.1902,2775,False
47.5014,-58.7528,2775,False
47.5065,-58.7532,2775,False
48.7312,-64.1788,2775,False
43.6301,-60.0651,2776,False
44.0659,-60.1139,2776,False
44.2057,-59.1682,2776,False
44.3102,-60.2758,2776,False
44.6977,-55.0084,2777,False
45.1032,-55.3508,2777,False
45.2184,-55.4005,2777,False
45.4877,-55.2618,2777,False
45.6542,-55.3665,2777,False
46.3321,-54.6505,2777,False
46.3331,-54.6501,2777,False
46.6802,-54.5784,2777,False
46.6833,-54.5771,2777,False
46.714,-54.5641,2777,False
46.715,-54.5638,2777,False
46.716,-54.5634,2777,False
47.0467,-54.9377,2777,False
46.4023,-55.5082,2778,False
47.15,-54.4333,2793,False
47.0176,-52.8423,2795,False
46.7483,-55.0317,2796,False
46.7488,-55.556,2796,False
47.01,-53.65,2799,False
47.56,-52.94,2803,False
47.6105,-57.566,2804,False
47.53,-53.04,2818,False
47.75,-59.3834,2830,False
46.8833,-56.2333,2840,False
47.2907,-53.9879,2843,False
47.3962,-54.5806,2844,False
44.847,-58.5543,2882,False
30.3792,-81.0933,2964,False
28.3,-82.8,3027,False
46.05,-55.3333,3043,False
47.1167,-51.2333,3066,False
48.7262,-53.7954,3101,False
48.718,-53.6751,3103,False
47.6244,-53.2294,3104,False
48.7169,-53.0601,3109,False
47.5307,-55.9383,3116,False
46.6847,-55.9283,3117,False
47.5474,-56.7256,3119,False
48.8553,-53.9999,3119,False
48.3524,-53.3206,3124,False
49.0,-52.5667,3131,False
47.93,-69.72,3134,False
45.8127,-56.7807,3139,False
45.4753,-58.4683,3141,False
47.3317,-54.0817,3146,False
47.2,-55.4833,3150,False
46.9192,-54.7497,3154,False
46.7405,-54.3165,3155,False
51.4083,-57.0375,3159,False
55.0768,-59.108,3159,False
55.0768,-59.108,3164,False
47.7025,-55.3683,3166,False
47.2451,-52.7367,3167,False
47.5822,-53.6486,3170,False
47.5,-52.8333,3170,False
47.6467,-53.7546,3172,False
47.5536,-53.6512,3172,False
47.4667,-50.1333,3172,False
47.6805,-53.8154,3173,False
47.0833,-54.2538,3176,False
47.7001,-53.6978,3177,False
46.7863,-53.659,3178,False
48.0,-53.5,3178,False
48.0,-53.8333,3178,False
47.6589,-53.5351,3179,False
47.6516,-53.7697,3179,False
47.6887,-53.1377,3179,False
46.7728,-53.6842,3180,False
47.566,-53.56,3180,False
47.4995,-53.05,3181,False
49.5833,-55.25,3181,False
47.6485,-53.5621,3181,False
47.689,-53.138,3184,False
47.592,-53.551,3186,False
47.5674,-53.5854,3187,False
47.5632,-53.5855,3187,False
47.5663,-53.5973,3187,False
47.526,-53.5566,3189,False
49.6173,-56.1598,3200,False
49.7139,-55.9934,3200,False
42.1433,-67.304,3250,False
47.4273,-52.3352,3298,False
45.3333,-55.9167,3441,False
47.2,-54.4,3461,False
45.3842,-53.8167,3479,False
46.42,-55.42,3483,False
42.1333,-66.55,3487,False
47.0292,-52.8583,3500,False
47.2245,-52.761,3506,False
47.2583,-52.7645,3510,False
46.8508,-56.2,3519,False
47.8167,-59.375,3530,False
45.25,-55.3,3539,False
49.4083,-55.3167,3545,False
46.79,-56.05,3548,False
41.9333,-65.8,3555,False
47.64,-55.2833,3785,False
47.3,-52.7833,3833,False
48.85,-53.6667,3841,False
46.8312,-52.7712,3853,False
48.7344,-53.9756,3855,False
51.4572,-56.8882,3857,False
47.1167,-52.5667,3860,False
48.7,-53.85,3862,False
48.85,-53.6667,3862,False
46.85,-55.8,3863,False
51.5833,-55.4833,3865,False
48.7,-53.0833,3865,False
47.6083,-52.6333,3865,False
46.75,-52.0,3875,False
51.35,-55.5667,3875,False
46.75,-52.0,3876,False
46.75,-52.0,3877,False
46.75,-52.0,3878,False
46.75,-52.0,3879,False
44.993,-56.1565,3882,False
45.0312,-56.1558,3882,False
45.478,-56.2793,3882,False
45.2319,-56.4078,3883,False
46.4047,-56.6539,3883,False
46.5128,-56.6566,3883,False
46.5223,-56.656,3883,False
46.5461,-56.6566,3883,False
46.5987,-56.6552,3883,False
46.6242,-56.6542,3883,False
46.667,-56.658,3883,False
47.0097,-56.9064,3883,False
47.0264,-56.6558,3883,False
47.3763,-56.9015,3883,False
47.1327,-56.6589,3883,False
46.4738,-56.6562,3883,False
48.491,-53.556,3885,False
49.85,-53.9667,3885,False
46.95,-55.7,3891,False
49.7167,-54.2833,3892,False
49.75,-54.1667,3894,False
47.8167,-59.3667,3895,False
49.9,-56.45,3896,False
48.6833,-54.4,3898,False
47.25,-52.7833,3898,False
47.25,-53.1667,3906,False
49.4,-55.3167,3910,False
51.55,-55.45,3934,False
51.5498,-55.4518,3935,False
45.1742,-55.1545,3946,False
49.55,-56.85,3956,False
47.1667,-55.65,3975,False
43.8411,-62.9374,4189,False
46.32,-60.04,4211,False
47.9717,-52.9072,4224,False
48.8492,-53.6005,4227,False
47.3522,-52.6553,4237,False
47.6366,-61.1189,4242,False
47.82,-53.53,4271,False
45.6805,-61.7178,4519,False
46.8691,-56.1553,4603,False
47.7233,-52.837,4627,False
51.3555,-56.0578,4933,False
45.6833,-54.1667,4938,False
47.5731,-55.9346,4954,False
51.4204,-57.1434,4961,False
47.0578,-59.6035,4972,False
46.6657,-53.791,4974,False
41.5166,-70.5664,4991,False
48.868,-53.621,4998,False
47.4923,-53.0476,5006,False
45.6667,-55.6167,5265,False
46.6667,-55.1667,5276,False
48.8553,-53.9999,5298,False
47.656,-53.531,5303,False
51.3721,-55.5727,5334,False
51.6095,-55.6175,5335,False
47.4074,-59.3837,5352,False
47.4892,-58.7512,5352,False
47.4073,-57.5411,5355,False
47.4091,-57.5407,5355,False
46.0638,-57.5306,5355,False
47.1842,-56.1283,5358,False
46.2148,-56.6207,5358,False
48.2667,-51.25,5360,False
47.7266,-53.5353,5678,False
47.3584,-59.1721,5691,False
47.0073,-56.1423,5693,False
47.2674,-56.1246,5693,False
47.3032,-56.1221,5693,False
47.3752,-56.1189,5693,False
47.3362,-56.0606,5693,False
47.2267,-56.5703,5693,False
47.2524,-56.5685,5693,False
46.9654,-57.0239,5693,False
47.2221,-57.0097,5693,False
47.2843,-57.0064,5693,False
47.2843,-57.0064,5693,False
50.0262,-57.7304,5728,False
46.7949,-54.0593,6051,False
46.7554,-57.4453,6057,False
46.7535,-57.4453,6057,False
47.4595,-57.081,6057,False
47.4909,-57.0746,6057,False
46.7391,-56.7837,6057,False
47.6138,-56.5757,6057,False
46.3095,-56.6088,6057,False
45.5901,-56.637,6057,False
46.0021,-56.4844,6057,False
46.7554,-57.4453,6057,False
46.7535,-57.4453,6057,False
47.4595,-57.081,6057,False
47.4909,-57.0746,6057,False
46.7391,-56.7837,6057,False
47.6138,-56.5757,6057,False
46.3095,-56.6088,6057,False
45.5901,-56.637,6057,False
46.0021,-56.4844,6057,False
46.4035,-56.1822,6058,False
46.7606,-55.8894,6058,False
46.4035,-56.1822,6058,False
46.7606,-55.8894,6058,False
47.575,-52.2889,6059,False
48.0497,-51.7715,6059,False
48.0497,-51.7715,6059,False
49.4743,-49.2805,6059,False
49.5201,-49.0754,6059,False
47.5232,-52.6186,6062,False
50.915,-51.5295,6064,False
50.4738,-50.7102,6064,False
47.6644,-54.7435,6070,False
46.7731,-54.9933,6070,False
48.4867,-50.926,6074,False
48.4867,-50.926,6074,False
46.2033,-53.367,6077,False
44.5451,-53.8034,6077,False
45.5761,-53.6868,6077,False
45.9765,-53.6343,6077,False
46.0393,-53.6272,6077,False
46.4475,-53.5785,6077,False
46.5243,-53.5692,6077,False
46.5243,-53.5692,6077,False
46.553,-53.5652,6077,False
47.3581,-54.3615,6077,False
47.1586,-54.3871,6077,False
46.7232,-54.4373,6077,False
44.8804,-54.6387,6077,False
45.3822,-54.4389,6077,False
45.758,-54.3509,6077,False
46.2696,-54.2364,6077,False
46.282,-54.2342,6077,False
46.3762,-54.2103,6077,False
46.4416,-54.1933,6077,False
46.4436,-54.193,6077,False
46.5652,-54.168,6077,False
46.6712,-54.1421,6077,False
46.7901,-54.1113,6077,False
46.825,-55.6833,6079,False
46.7276,-51.9094,6084,False
44.6879,-52.5127,6084,False
44.9465,-52.6602,6084,False
45.13,-52.6619,6084,False
46.3663,-52.6662,6084,False
46.6395,-52.6653,6084,False
46.7288,-52.665,6084,False
46.669,-51.05,6084,False
46.0774,-51.2685,6084,False
45.9551,-51.3118,6084,False
45.7628,-51.3812,6084,False
44.8905,-51.6989,6084,False
47.3,-55.4,6093,False
47.3,-55.35,6095,False
46.8152,-52.8423,6096,False
46.9341,-52.3428,6096,False
46.9341,-52.3428,6096,False
47.3731,-50.4936,6096,False
47.4681,-50.085,6096,False
47.44,-52.2566,6096,False
47.0185,-54.8286,6098,False
46.5677,-54.8779,6098,False
45.4894,-54.8305,6098,False
46.6342,-54.5848,6098,False
46.6342,-54.5848,6098,False
46.9345,-54.517,6098,False
47.064,-54.4873,6098,False
47.1044,-54.4806,6098,False
48.2343,-53.4816,6107,False
48.9797,-57.9216,6152,False
45.8058,-49.3827,6429,False
45.5866,-56.2272,6429,False
46.5008,-56.1754,6429,False
45.1949,-56.6173,6434,False
45.6294,-56.651,6434,False
46.0579,-56.6298,6434,False
46.1362,-56.8936,6434,False
45.274,-57.0966,6434,False
46.9154,-57.2191,6434,False
47.5147,-57.442,6435,False
46.5359,-58.1818,6436,False
47.5671,-58.32,6436,False
47.4454,-58.4328,6436,False
47.0484,-58.5366,6436,False
46.6453,-58.6408,6436,False
49.6513,-47.4727,6791,False
47.5989,-53.7074,6812,False
46.8533,-57.8567,7142,False
47.4867,-59.0152,7151,False
46.7683,-59.805,7152,False
47.5017,-59.165,7158,False
47.5417,-52.6258,7188,False
49.5434,-55.4183,7220,False
47.3754,-60.3079,7479,False
47.0405,-62.0597,7491,False
47.2136,-60.9032,7491,False
47.5439,-61.194,7493,False
47.3217,-59.2333,7511,False
44.8805,-66.4168,7511,False
46.9233,-59.5633,7519,False
43.2501,-64.976,7521,False
43.1376,-65.7052,7524,False
46.6233,-59.51,7526,False
42.8325,-66.2462,7531,False
42.4083,-65.9071,7531,False
42.9011,-64.4012,7532,False
43.3508,-64.5225,7532,False
42.9346,-63.6264,7532,False
43.4859,-64.1,7532,False
43.0172,-64.6349,7821,False
42.254,-65.2587,7825,False
42.4671,-65.4253,7825,False
41.7432,-64.989,7831,False
46.9185,-57.4919,7851,False
46.5626,-53.2006,7863,False
45.7352,-52.8881,7863,False
46.0518,-49.4463,7867,False
44.9936,-53.9352,7870,False
46.8245,-53.7848,7870,False
46.825,-53.7848,7870,False
46.846,-53.7826,7870,False
46.8471,-53.7825,7870,False
46.9573,-53.7737,7870,False
46.327,-53.6241,7870,False
46.1211,-53.613,7870,False
46.664,-53.3011,7870,False
50.8007,-58.6328,7882,False
47.6929,-51.6893,7883,False
45.9879,-54.3271,7885,False
46.748,-52.6961,7890,False
47.693,-51.6404,7890,False
47.692,-51.5882,7890,False
46.4749,-51.8496,7891,False
49.3534,-53.4083,7892,False
49.9695,-53.6364,7894,False
49.9066,-53.9945,7894,False
46.7005,-59.5963,7898,False
47.0458,-59.3786,7898,False
47.0013,-59.4533,7898,False
47.0571,-59.7417,7898,False
41.9578,-66.2541,8183,False
42.3771,-65.1683,8184,False
41.459,-64.199,8188,False
42.1777,-64.2383,8191,False
42.1777,-64.2383,8191,False
42.995,-64.7384,8194,False
42.3991,-65.1233,8202,False
42.4052,-65.0007,8202,False
42.4052,-65.0007,8202,False
48.3662,-58.9083,8216,False
48.8638,-59.7907,8217,False
43.4617,-64.7753,8233,False
43.2811,-64.3536,8233,False
46.6594,-59.4588,8238,False
46.6881,-59.4088,8238,False
46.6913,-59.4032,8238,False
46.5274,-59.323,8238,False
47.2971,-59.8846,8239,False
47.0988,-59.8425,8239,False
46.9649,-60.0711,8239,False
46.8408,-59.906,8239,False
46.859,-59.8744,8239,False
46.8623,-59.8683,8239,False
46.9967,-59.6386,8239,False
46.9309,-59.3649,8239,False
46.7723,-59.6417,8239,False
46.7714,-59.6433,8239,False
46.7534,-59.673,8239,False
46.7185,-59.7346,8239,False
46.6917,-59.7837,8239,False
46.6911,-59.7847,8239,False
46.5324,-59.6785,8239,False
46.6941,-59.3951,8239,False
46.7023,-59.3814,8239,False
47.2134,-58.4968,8239,False
43.216,-63.7622,8246,False
44.9962,-61.46,8248,False
43.8912,-59.2496,8262,False
42.0415,-65.4814,8276,False
51.5236,-56.3223,8285,False
51.0757,-57.9425,8285,False
47.0054,-52.0232,8580,False
46.9467,-59.1187,8593,False
46.738,-59.8459,8593,False
46.7128,-60.2743,8593,False
47.036,-60.1016,8593,False
47.0208,-60.1263,8593,False
46.9264,-60.2886,8593,False
47.3825,-57.0575,8602,False
47.0029,-56.6586,8602,False
47.4669,-56.6321,8602,False
47.4984,-56.6311,8602,False
47.5474,-56.6292,8602,False
46.4583,-53.1089,8603,False
46.924,-58.3904,8605,False
45.6678,-54.9705,8606,False
46.3661,-54.7483,8606,False
46.9484,-54.7054,8606,False
46.9488,-54.7054,8606,False
45.9329,-56.2148,8614,False
46.1063,-55.9632,8615,False
55.2299,-60.3256,8616,False
45.5472,-49.755,8616,False
46.0249,-48.0555,8616,False
46.665,-53.362,8620,False
46.6151,-53.6431,8621,False
46.6149,-53.6617,8621,False
46.6168,-53.6852,8621,False
47.5497,-55.0114,8621,False
46.914,-55.0481,8622,False
46.9908,-54.3449,8622,False
47.1709,-54.2908,8622,False
47.339,-54.0745,8622,False
46.7943,-52.2339,8623,False
46.786,-52.2349,8623,False
46.5904,-52.2724,8623,False
46.1214,-52.624,8623,False
46.4284,-52.6371,8623,False
46.4609,-52.6385,8623,False
46.573,-52.6423,8623,False
46.607,-52.6427,8623,False
46.514,-53.5873,8623,False
46.3202,-53.5797,8623,False
46.255,-53.2932,8623,False
46.3784,-53.2814,8623,False
46.4578,-53.2722,8623,False
46.4593,-53.2721,8623,False
46.5841,-53.2584,8623,False
46.5976,-53.2568,8623,False
46.5986,-53.2567,8623,False
46.2352,-54.5297,8624,False
46.2875,-54.5333,8624,False
46.3913,-54.54,8624,False
45.2051,-48.7353,8955,False
47.7086,-50.4939,8957,False
48.0839,-52.5749,8958,False
46.6924,-57.6386,8958,False
46.6928,-57.6386,8958,False
47.4007,-57.6287,8958,False
47.4599,-57.6275,8958,False
46.274,-57.4337,8958,False
47.3353,-55.7089,8946,False
48.7883,-52.8033,9014,False
49.6279,-54.7851,9006,False
41.562200000000004,-61.96526,0,True
41.562200000000004,-61.96526,1,True
41.562200000000004,-61.96526,2,True
41.562200000000004,-61.96526,3,True
41.562200000000004,-61.96526,4,True
41.562200000000004,-61.96526,5,True
41.562200000000004,-61.96526,6,True
41.562200000000004,-61.96526,7,True
41.562200000000004,-61.96526,8,True
41.562200000000004,-61.96526,9,True
41.562200000000004,-61.96526,10,True
41.562200000000004,-61.96526,11,True
41.562200000000004,-61.96526,12,True
41.562200000000004,-61.96526,13,True
41.562200000000004,-61.96526,14,True
41.562200000000004,-61.96526,15,True
41.562200000000004,-61.96526,16,True
41.5622,-61.96526,17,True
41.5622,-61.96526,18,True
42.447759999999995,-60.04142,19,True
42.447759999999995,-60.04142,20,True
42.44776,-60.04142,21,True
42.44776,-60.041419999999995,22,True
42.44776,-60.041419999999995,23,True
42.44776,-60.041419999999995,24,True
42.62642,-61.152219999999986,25,True
42.62642,-61.15222,26,True
42.62642,-61.15222,27,True
42.62642,-61.15222,28,True
42.62642,-61.15222,29,True
41.58752,-63.8168,30,True
41.58752,-63.8168,31,True
41.58752,-63.8168,32,True
41.58752,-63.8168,33,True
41.58752,-63.8168,34,True
41.58752,-63.8168,35,True
41.58752,-63.8168,36,True
41.58752,-63.8168,37,True
41.58752,-63.8168,38,True
41.58752,-63.8168,39,True
41.58752,-63.8168,40,True
41.58752,-63.8168,41,True
41.58752,-63.8168,42,True
41.58752,-63.8168,43,True
41.58752,-63.8168,44,True
41.58752,-63.8168,45,True
41.58752,-63.8168,46,True
41.58752,-63.8168,47,True
39.534659999999995,-68.16792000000001,48,True
39.534659999999995,-68.16792000000001,49,True
39.534659999999995,-68.16792000000001,50,True
39.534659999999995,-68.16792000000001,51,True
39.534659999999995,-68.16792000000001,52,True
39.534659999999995,-68.16792000000001,53,True
39.534659999999995,-68.16792000000001,54,True
39.534659999999995,-68.16792000000001,55,True
39.534659999999995,-68.16792000000001,56,True
39.534659999999995,-68.16792000000001,57,True
39.534659999999995,-68.16792000000001,58,True
39.534659999999995,-68.16792000000001,59,True
39.534659999999995,-68.16792000000001,60,True
39.534659999999995,-68.16792000000001,61,True
39.534659999999995,-68.16792000000001,62,True
39.534659999999995,-68.16792000000001,63,True
39.53466,-68.16792000000001,64,True
39.53466,-68.16792000000001,65,True
39.53466,-68.16792000000001,66,True
39.53466,-68.16792000000001,67,True
39.53466,-68.16792000000001,68,True
39.53466,-68.16792000000001,69,True
39.53466,-68.16792000000001,70,True
40.132780000000004,-67.37522,71,True
40.132780000000004,-67.37522,72,True
40.132780000000004,-67.37522,73,True
40.132780000000004,-67.37522,74,True
40.132780000000004,-67.37522,75,True
40.132780000000004,-67.37522,76,True
40.132780000000004,-67.37522,77,True
40.132780000000004,-67.37522,78,True
36.62388,-73.72572,79,True
36.62388,-73.72572,80,True
36.62388,-73.72572,81,True
36.62388,-73.72572,82,True
37.11336,-69.07882,83,True
38.15086,-62.17247999999999,84,True
38.15086,-62.17247999999999,85,True
38.15086,-62.17247999999999,86,True
38.15086,-62.17247999999999,87,True
38.15086,-62.17247999999999,88,True
38.15086,-62.17247999999999,89,True
38.15086,-62.17247999999999,90,True
38.15086,-62.17247999999999,91,True
38.15086,-62.17247999999999,92,True
38.15086,-62.17247999999999,93,True
38.15086,-62.17247999999999,94,True
38.15086,-62.17247999999999,95,True
38.15086,-62.17247999999999,96,True
38.15086,-62.17247999999999,97,True
39.31496,-61.85206000000001,108,True
39.31496,-61.852059999999994,109,True
39.31496,-61.852059999999994,110,True
39.31496,-61.85206000000001,111,True
39.31496,-61.85206000000001,112,True
43.071600000000004,-57.40522000000001,113,True
43.071600000000004,-57.40522,114,True
43.363459999999996,-59.657979999999995,115,True
46.987559999999995,-56.24678,116,True
46.987559999999995,-56.24678,117,True
46.987559999999995,-56.24678,118,True
46.987559999999995,-56.24678,119,True
46.987559999999995,-56.24678,120,True
46.98756,-56.24678,121,True
46.98756,-56.24678,122,True
43.31604,-59.40454,123,True
43.31604,-59.40454,124,True
43.31604,-59.40454,125,True
43.31604,-59.40454,126,True
43.31604,-59.40454,127,True
43.00994,-60.51664000000001,128,True
43.00994,-60.51664000000001,129,True
43.1213,-59.46014,130,True
43.1213,-59.46014,131,True
42.4365,-61.45248,132,True
42.53278,-62.32696,133,True
42.53278,-62.32696,134,True
41.508120000000005,-63.556960000000004,135,True
41.50812,-63.556960000000004,136,True
41.50812,-63.556960000000004,137,True
45.29472,-57.87672,138,True
45.29472,-57.87672,139,True
45.29472,-57.87672,140,True
45.18028,-57.249120000000005,141,True
45.180279999999996,-57.24911999999999,142,True
45.180279999999996,-57.24911999999999,143,True
45.18028,-57.24911999999999,144,True
44.0526,-60.22112,145,True
44.0526,-60.22112,146,True
44.0526,-60.22112,147,True
43.76066,-59.82314,148,True
43.76066,-59.82314,149,True
40.46142,-67.03022000000001,150,True
41.02474,-65.9269,151,True
41.02474,-65.9269,152,True
41.02474,-65.9269,153,True
41.02474,-65.9269,154,True
41.024739999999994,-65.9269,155,True
41.024739999999994,-65.9269,156,True
41.024739999999994,-65.9269,157,True
41.024739999999994,-65.9269,158,True
41.278279999999995,-65.93042,159,True
41.83936,-65.43632,160,True
42.13704,-64.481,161,True
42.13704,-64.481,162,True
42.13704,-64.481,163,True
42.13704,-64.481,164,True
44.25548,-60.06815999999999,165,True
44.25548,-60.06816,166,True
44.25548,-60.06816,167,True
43.96076,-59.677260000000004,168,True
43.96076,-59.677260000000004,169,True
43.96076,-59.677260000000004,170,True
43.96076,-59.677260000000004,171,True
42.973879999999994,-61.027060000000006,172,True
42.973879999999994,-61.02705999999999,173,True
43.02466,-60.96048,174,True
42.75,-61.94334,175,True
42.75,-61.94334,176,True
43.476800000000004,-60.68388,177,True
45.38044,-57.625919999999994,178,True
46.19046,-53.9126,179,True
46.1498,-50.75326,180,True
45.64282000000001,-46.281220000000005,181,True
